word,instances,1,2,3,4,5,6,7,8,9,10,11,12
jus,6258,0.9155993590660916,0.9076136681513027,0.8755771312709776,0.8633176009147374,0.8315458411348184,0.802317295007623,0.7778291752997476,0.764125579566751,0.7873089870917124,0.7814760559239627,0.7688816566173049,0.6951810713612562
oportet,3110,0.8526562991471892,0.8608959254655991,0.8555377696698645,0.8529222353549475,0.8625115841737189,0.8241996638617176,0.8196733023717815,0.8115640002992441,0.8222555867553624,0.8330424451449403,0.8199622464057269,0.8478215447634293
regnum,6457,0.9063262574531573,0.8972069900399959,0.8570762888494337,0.8426774256479712,0.812957924205217,0.7854597558975509,0.7759304611982762,0.7768240942941453,0.801350497137189,0.8170216879494103,0.7944327427286098,0.6898649117383108
poena,3541,0.8735273684988183,0.8768741558609207,0.86609396423391,0.8616860135173235,0.8484855485360705,0.8342152178665434,0.8354309843288326,0.8278624130575454,0.8427064365415329,0.844117120414232,0.8280101545742993,0.7951164547578865
potestas,3609,0.8819800809468801,0.8781652713847881,0.8570863028280187,0.8432591422259744,0.8112838871243603,0.7970211767853449,0.776317966840039,0.7622424804506402,0.7756037898806911,0.7761940872940577,0.7411840082644343,0.7234438498355743
senatus,2108,0.86115413355072,0.8562149465239799,0.8307514472968549,0.8294340754785912,0.8175204175631464,0.8016979448459431,0.7956083895756053,0.7892037465580336,0.8049583668963246,0.8175833194432556,0.7821809596245748,0.7979403426900672
dubius,1902,0.884989643706392,0.8775188406784643,0.8469151439053936,0.8430949538407869,0.8049553344150447,0.7824126644036445,0.7726351672672881,0.7593106430250623,0.7821425933270666,0.7782006336983759,0.7671468724914932,0.8036388079267924
consul,2370,0.9112855658387523,0.8909451018526677,0.8621656137298156,0.8393524115871065,0.8179777946026469,0.7879403349992304,0.7807807507885338,0.7790778350388065,0.7925627036125223,0.8160909724186106,0.8111887245829901,0.7227004267795617
beatus,2627,0.862760703413131,0.8556878002645512,0.8257615555309601,0.8221230028586102,0.7957863729251545,0.7599587367855418,0.7584277771971569,0.7389521069997372,0.741303553829941,0.7424608665632005,0.7126127495981343,0.7150063042866506
virtus,4866,0.8566234147699306,0.8526317455227839,0.8356418387355516,0.8358561878705123,0.8191374657877262,0.7777074934565074,0.7750594692988806,0.7701584931882242,0.78913290048383,0.7947535579345313,0.7487335915546978,0.7365474010715722
imperator,9982,0.9290652289591362,0.9162412808592632,0.8944316670917641,0.8733131370844708,0.8407303061835362,0.8217742334401025,0.8121225074786036,0.8003264795025069,0.8042885029843795,0.794214562751284,0.7963932105696784,0.7362423593981363
hostis,5574,0.8775114571206295,0.8836180282966718,0.8603462383916303,0.8631713496901733,0.8505739715553853,0.8275020794293154,0.8037678043734224,0.7922826571805095,0.8110349605352174,0.8129880972733055,0.7712475330983205,0.7852041549405618
licet,5689,0.8750961801486544,0.8622225172198826,0.8356194004510837,0.8484624101236861,0.835722870061663,0.796089156086862,0.790191432203068,0.779331920847051,0.775255531487817,0.758482992927615,0.7413961218354315,0.7568116016583875
sanctus,9089,0.8966254746306754,0.8716898983686739,0.8474644068146017,0.827480686265894,0.8193041482466494,0.7782935125895133,0.7787956395783441,0.7722953797882876,0.7902044452278171,0.7938107808584735,0.7727053505859701,0.7723333894170588
civitas,5752,0.8970365902189066,0.8870940821069307,0.8523277496523627,0.8523184084608084,0.8170416745955894,0.7861868657881004,0.7717174878469405,0.7693586951349105,0.7844303700678823,0.7968942561020043,0.768523784987894,0.6829789177348257
voluntas,2881,0.8430046962950332,0.8472438156102918,0.8341969349895788,0.843401499552073,0.8265333209880157,0.806520493449084,0.7867008970806928,0.7768143806375649,0.7960789512215906,0.8011630372317228,0.7633480726490581,0.7778953546213707
dux,4707,0.8900066476571953,0.8730256067752953,0.8263186364269327,0.8184305345103962,0.7984709357556805,0.7732540413666269,0.7675820126641899,0.7576160300851061,0.7703267858926165,0.7863943990107964,0.7719515175965186,0.6711041643211437
credo,8101,0.9082422137486563,0.8863884123510615,0.8649452262251164,0.8524452641593664,0.8237574325069515,0.8027370774986983,0.8010298947883048,0.7831896743106703,0.7946206557194406,0.7827625573594543,0.7586051488716445,0.6935337546524585
pontifex,1362,0.8771630484027714,0.8790412982005594,0.8651760544849262,0.8569266500543851,0.8384824812840755,0.8230707094915058,0.8122563565891253,0.803430694279646,0.8213086324180645,0.8233602623652637,0.8045566305356493,0.8073333844322195
sacramentum,1572,0.8698880820098702,0.8724105154291656,0.8573294490231091,0.8518869779554614,0.8281970479486064,0.8053139716291847,0.7889702400175697,0.7941374850619367,0.8156398282123851,0.8172051502109227,0.7945679098924877,0.8124036954703578
sensus,3262,0.9105547531815972,0.8911637970155311,0.8588432641805437,0.8540101378162975,0.8394060655446566,0.808092220283243,0.7889882240996666,0.7898110924208347,0.8073026237350205,0.8065833158822429,0.7718785909032639,0.7038294047057788
honor,4645,0.9019308150081359,0.8706153783745352,0.8279159952089683,0.8234906538614591,0.8088380249455679,0.7767248891706297,0.7747714239677619,0.7616827082301799,0.7860223282872943,0.7928781720421119,0.7804868105263599,0.6940201979325408
ancilla,464,0.8837507026550393,0.8799739886057779,0.8728710063184161,0.8630262677187166,0.8416254664417167,0.8171200008421011,0.7985594310956798,0.7940827026999857,0.8292499819508683,0.8267733009567191,0.8060472018851939,0.7850711131444139
fidelis,2528,0.8732373113433284,0.8685860704641866,0.8386633757976364,0.8423828286133375,0.8233456051495439,0.8018318395517606,0.7875108270728789,0.7788696262326018,0.7961056986329123,0.7983702629775911,0.7610402697707536,0.7497987230782313
consilium,4458,0.8543140639695819,0.8672407362348844,0.8635576031362427,0.8691474584194727,0.8450105436485519,0.8266882498784976,0.803160923805352,0.787409820832968,0.8009309536131268,0.7930511277040753,0.7475927816541068,0.7818322607254091
templum,2678,0.9035062201995859,0.8854237032030237,0.85960106749111,0.8555901166882806,0.8185452089890303,0.807635420893427,0.7831991056409753,0.784478974220799,0.7971683837171464,0.7981986757041823,0.7659626626013892,0.7399851434270919
titulus,1444,0.8602099213540674,0.8480457703155563,0.8181681760766348,0.8135625911904488,0.7941286438484798,0.751986990851822,0.7432991152569124,0.7302326815608845,0.7472843837054988,0.7480725512253711,0.7135226288108202,0.72426641660788
necessarius,2768,0.8569819846925072,0.8622875821065658,0.8353652563976567,0.8284475070301685,0.8127840191099814,0.7930323566345437,0.7890325344743464,0.7741353573136878,0.7835588818675985,0.7813629327937672,0.7473492812198901,0.773553245802526
nepos,1102,0.865606115861925,0.8701400571377519,0.8611882644545863,0.8627612591198524,0.8419472674164734,0.8130329075871315,0.7847160962790237,0.7728890471437126,0.7842320238793211,0.7941103755000852,0.7599665792498053,0.7551990685172818
humanitas,523,0.8785454643816016,0.8882254447188446,0.8859862475984931,0.8773403988726706,0.8407328955707263,0.8232308613673509,0.8057935733391278,0.804184773308481,0.8206212122038633,0.8154983217543843,0.777394181553565,0.7453511918107133
simplex,1995,0.8952360294551883,0.8752299057377507,0.8511518836080159,0.839661430694823,0.8236126011836087,0.8022676616867938,0.7894545872970224,0.7758705054529391,0.7905137819912678,0.7823732707669968,0.759256339808809,0.7039681755131406
nobilitas,610,0.8781780147671863,0.8685678693608913,0.8654661928254177,0.8587176019232342,0.8522369520090263,0.8294435663526063,0.8220406803135827,0.8133057304290445,0.8292529081867638,0.82995294786314,0.810404894098388,0.7958518855834689
dolus,616,0.8488940253735797,0.8507379255004927,0.8325929563153874,0.836161699556597,0.8198115766891745,0.7953160532779394,0.7925147922653141,0.7814742840015452,0.8035846496277205,0.7966652181209952,0.7608995904304853,0.7539668643481502
salus,3233,0.8499365789233836,0.8394970403557045,0.816006064504547,0.8150750193434869,0.8050678894366071,0.7878277243812128,0.7868959276114698,0.7803652849394137,0.7992224512868763,0.8047133239042648,0.7648069557583123,0.7532188144576017
sapientia,2296,0.8582064116735391,0.8654059056108789,0.8612845963988138,0.8598577719736528,0.8297572540402802,0.8193614323421728,0.8068932165870727,0.7974512101424869,0.8153958222016382,0.8235033077526839,0.7971569285453581,0.8095185690769752
scriptura,1401,0.8903765490084379,0.8951118642762736,0.8726816330562495,0.8559539970177885,0.8205351633756086,0.8016773375853907,0.7813258428724702,0.7995836050558786,0.8194541877920843,0.8211438880587761,0.7866530000168552,0.7862980192152746
itero,229,0.8709047167390496,0.880420741380188,0.861367330255339,0.8605883821261703,0.8515401908988415,0.8280136755423684,0.8234355208070618,0.8157144046319287,0.8190780154961713,0.8137104385046907,0.8025507239658678,0.7847383762377665
adsumo,264,0.8297514849570864,0.8240730700414979,0.8228118109622712,0.8256132601764513,0.8238195196551268,0.8078228999446485,0.8017618790919612,0.7907143834292003,0.7958475910586439,0.7833107962941694,0.7643097600556145,0.7695177008904047
cohors,953,0.8548005723919715,0.8599629219343617,0.8519571064211388,0.8515666940243006,0.8548392832361459,0.8548446544873949,0.8228364470236407,0.8189819820863623,0.8357920401354846,0.8405900485103097,0.8088115249175517,0.8041045792550694
acerbus,320,0.8740850357122742,0.8666279340285492,0.8597012644791304,0.858941169878392,0.8546374497777522,0.8298794628684424,0.8239435167837199,0.8043827381463821,0.8194630891995557,0.8047887268321454,0.7872384585977348,0.7512729358687109
